PROVINCIA,CANTON,MES,DIA,HORA,CLASE,CAUSA,ZONA,NUM_LESIONADO,NUM_FALLECIDO,TOTAL_VICTIMAS
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,DICIEMBRE,SÁBADO,00:00 A 00:59,ESTRELLAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,0,0,0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,DICIEMBRE,VIERNES,00:00 A 00:59,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,URBANA,0,0,0
IMBABURA,IBARRA,FEBRERO,MARTES,00:00 A 00:59,CHOQUES,MAL REBASAMIENTO INVADIR CARRIL,RURAL,0,0,0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,MARZO,MARTES,00:00 A 00:59,ATROPELLOS,NO RESPETA LAS SEÑALES DE TRÁNSITO,URBANA,1,0,1
GUAYAS,GUAYAQUIL,OCTUBRE,MIÉRCOLES,00:00 A 00:59,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,URBANA,0,1,1
TUNGURAHUA,AMBATO,NOVIEMBRE,LUNES,00:00 A 00:59,CHOQUES,EMBRIAGUEZ O DROGA,RURAL,0,0,0
IMBABURA,IBARRA,ENERO,SÁBADO,00:00 A 00:59,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,URBANA,1,0,1
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,ENERO,MARTES,00:00 A 00:59,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,URBANA,0,0,0
LOS RÍOS,BABAHOYO,JUNIO,JUEVES,00:00 A 00:59,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,0,0,0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,AGOSTO,VIERNES,00:00 A 00:59,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,0,0,0
LOJA,LOJA,SEPTIEMBRE,MIÉRCOLES,00:00 A 00:59,CHOQUES,EMBRIAGUEZ O DROGA,URBANA, ,0,0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,SEPTIEMBRE,JUEVES,00:00 A 00:59,ATROPELLOS,IMPRUDENCIA  DEL PEATÓN,URBANA,2,0,2
SANTO DOMINGO DE LOS TSÁCHILAS,SANTO DOMINGO,OCTUBRE,VIERNES,00:00 A 00:59,CHOQUES,EMBRIAGUEZ O DROGA,URBANA,0,0,0
GUAYAS,GUAYAQUIL,MARZO,DOMINGO,00:00 A 00:59,CHOQUES,EXCESO VELOCIDAD,URBANA,1,0,1
GUAYAS,GUAYAQUIL,MAYO,MIÉRCOLES,00:00 A 00:59,CHOQUES,EMBRIAGUEZ O DROGA,URBANA,2,0,2
GUAYAS,GUAYAQUIL,ENERO,DOMINGO,00:00 A 00:59,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,URBANA,2,0,2
GUAYAS,GUAYAQUIL,ENERO,JUEVES,00:00 A 00:59,VOLCAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,1,0,1
MANABÍ,CHONE,ENERO,DOMINGO,00:00 A 00:59,CHOQUES,MAL REBASAMIENTO INVADIR CARRIL,RURAL,0,2,2
GUAYAS,GUAYAQUIL,ENERO,MARTES,00:00 A 00:59,ESTRELLAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,0,0,0
CHIMBORAZO,RIOBAMBA,ENERO,MIÉRCOLES,00:00 A 00:59,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,0,0,0
COTOPAXI,LATACUNGA,ENERO,SÁBADO,00:00 A 00:59,ESTRELLAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,0,0,0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,ENERO,MARTES,00:00 A 00:59,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,URBANA,0,0,0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,ENERO,VIERNES,00:00 A 00:59,ESTRELLAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,0,0,0
MORONA SANTIAGO,MORONA,FEBRERO,DOMINGO,00:00 A 00:59,CHOQUES,MAL REBASAMIENTO INVADIR CARRIL,URBANA,1,0,1
PASTAZA,PASTAZA,FEBRERO,JUEVES,00:00 A 00:59,CHOQUES,EMBRIAGUEZ O DROGA,URBANA,2,0,2
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,FEBRERO,JUEVES,00:00 A 00:59,ESTRELLAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,0,0,0
ESMERALDAS,ESMERALDAS,MARZO,JUEVES,00:00 A 00:59,PÉRDIDA DE PISTA,EXCESO VELOCIDAD,URBANA,1,1,2
BOLÍVAR,CHIMBO,MARZO,SÁBADO,00:00 A 00:59,ESTRELLAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,0,0,0
GUAYAS,MILAGRO,MARZO,MIÉRCOLES,00:00 A 00:59,ESTRELLAMIENTOS,MAL REBASAMIENTO INVADIR CARRIL,URBANA,1,0,1
LOS RÍOS,BABAHOYO,MARZO,LUNES,00:00 A 00:59,PÉRDIDA DE PISTA,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,1,0,1
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,MARZO,DOMINGO,00:00 A 00:59,ESTRELLAMIENTOS,EXCESO VELOCIDAD,URBANA,0,0,0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,ABRIL,JUEVES,00:00 A 00:59,PÉRDIDA DE PISTA,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,0,0,0
GUAYAS,MILAGRO,ABRIL,LUNES,00:00 A 00:59,CAÍDA DE PASAJEROS,IMPRUDENCIA  DEL PEATÓN,URBANA,1,0,1
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,ABRIL,MIÉRCOLES,00:00 A 00:59,PÉRDIDA DE PISTA,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,1,0,1
LOS RÍOS,PUEBLOVIEJO,MAYO,MIÉRCOLES,00:00 A 00:59,PÉRDIDA DE PISTA,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,0,0,0
AZUAY,CAMILO PONCE ENRÍQUEZ,MAYO,SÁBADO,00:00 A 00:59,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,0,0,0
COTOPAXI,LATACUNGA,MAYO,DOMINGO,00:00 A 00:59,ESTRELLAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,0,0,0
GUAYAS,GUAYAQUIL,MAYO,JUEVES,00:00 A 00:59,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,URBANA,1,0,1
GUAYAS,GUAYAQUIL,MAYO,SÁBADO,00:00 A 00:59,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,URBANA,1,0,1
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,MAYO,VIERNES,00:00 A 00:59,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,RURAL,0,0,0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,MAYO,SÁBADO,00:00 A 00:59,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,1,0,1
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,MAYO,VIERNES,00:00 A 00:59,CHOQUES,EMBRIAGUEZ O DROGA,URBANA,0,0,0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,MAYO,LUNES,00:00 A 00:59,ESTRELLAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,0,0,0
CHIMBORAZO,RIOBAMBA,JUNIO,DOMINGO,00:00 A 00:59,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,0,0,0
LOS RÍOS,VENTANAS,JUNIO,VIERNES,00:00 A 00:59,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,0,0,0
LOS RÍOS,BUENA FÉ,JUNIO,LUNES,00:00 A 00:59,CHOQUES,MAL REBASAMIENTO INVADIR CARRIL,RURAL,7,1,8
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,JUNIO,SÁBADO,00:00 A 00:59,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,URBANA,1,0,1
CHIMBORAZO,RIOBAMBA,JULIO,SÁBADO,00:00 A 00:59,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,0,0,0
SANTO DOMINGO DE LOS TSÁCHILAS,SANTO DOMINGO,JULIO,JUEVES,00:00 A 00:59,CHOQUES,EMBRIAGUEZ O DROGA,URBANA,0,0,0
COTOPAXI,PUJILÍ,JULIO,DOMINGO,00:00 A 00:59,ATROPELLOS,EXCESO VELOCIDAD,RURAL,0,1,1
GUAYAS,DURÁN,JULIO,MIÉRCOLES,00:00 A 00:59,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,0,0,0
GUAYAS,GUAYAQUIL,JULIO,VIERNES,00:00 A 00:59,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,URBANA,2,0,2
GUAYAS,GUAYAQUIL,JULIO,DOMINGO,00:00 A 00:59,ATROPELLOS,EXCESO VELOCIDAD,URBANA,1,0,1
GUAYAS,GUAYAQUIL,JULIO,SÁBADO,00:00 A 00:59,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,URBANA,2,0,2
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,JULIO,MARTES,00:00 A 00:59,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,URBANA,1,0,1
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,JULIO,MIÉRCOLES,00:00 A 00:59,PÉRDIDA DE PISTA,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,1,0,1
TUNGURAHUA,PELILEO,AGOSTO,SÁBADO,00:00 A 00:59,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,0,0,0
GUAYAS,GUAYAQUIL,AGOSTO,LUNES,00:00 A 00:59,PÉRDIDA DE PISTA,EXCESO VELOCIDAD,URBANA,0,0,0
MANABÍ,PORTOVIEJO,SEPTIEMBRE,VIERNES,00:00 A 00:59,CAÍDA DE PASAJEROS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,1,0,1
MANABÍ,JIPIJAPA,SEPTIEMBRE,LUNES,00:00 A 00:59,PÉRDIDA DE PISTA,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,1,0,1
MANABÍ,MANTA,SEPTIEMBRE,VIERNES,00:00 A 00:59,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,URBANA,1,0,1
COTOPAXI,SALCEDO,SEPTIEMBRE,DOMINGO,00:00 A 00:59,CHOQUES,MAL REBASAMIENTO INVADIR CARRIL,RURAL,3,0,3
GUAYAS,GUAYAQUIL,SEPTIEMBRE,MARTES,00:00 A 00:59,PÉRDIDA DE PISTA,EXCESO VELOCIDAD,URBANA,0,0,0
GUAYAS,GUAYAQUIL,SEPTIEMBRE,SÁBADO,00:00 A 00:59,ROZAMIENTOS,EMBRIAGUEZ O DROGA,URBANA,1,0,1
GUAYAS,GUAYAQUIL,SEPTIEMBRE,MIÉRCOLES,00:00 A 00:59,PÉRDIDA DE PISTA,EMBRIAGUEZ O DROGA,URBANA,0,0,0
GUAYAS,GUAYAQUIL,SEPTIEMBRE,SÁBADO,00:00 A 00:59,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,URBANA,0,0,0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,SEPTIEMBRE,SÁBADO,00:00 A 00:59,ESTRELLAMIENTOS,EMBRIAGUEZ O DROGA,URBANA,0,0,0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,SEPTIEMBRE,DOMINGO,00:00 A 00:59,CHOQUES,EMBRIAGUEZ O DROGA,RURAL,0,0,0
GUAYAS,GUAYAQUIL,OCTUBRE,DOMINGO,00:00 A 00:59,ESTRELLAMIENTOS,EXCESO VELOCIDAD,URBANA,0,0,0
GUAYAS,NARANJITO,OCTUBRE,DOMINGO,00:00 A 00:59,PÉRDIDA DE PISTA,MAL REBASAMIENTO INVADIR CARRIL,RURAL,1,0,1
GUAYAS,DURÁN,OCTUBRE,MARTES,00:00 A 00:59,ESTRELLAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,1,0,1
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,OCTUBRE,DOMINGO,00:00 A 00:59,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,URBANA,0,0,0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,OCTUBRE,SÁBADO,00:00 A 00:59,CHOQUES,EMBRIAGUEZ O DROGA,URBANA,1,0,1
CHIMBORAZO,RIOBAMBA,OCTUBRE,VIERNES,00:00 A 00:59,PÉRDIDA DE PISTA,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,1,2,3
MANABÍ,MANTA,NOVIEMBRE,MIÉRCOLES,00:00 A 00:59,CHOQUES,EXCESO VELOCIDAD,URBANA,0,0,0
AZUAY,CUENCA,NOVIEMBRE,VIERNES,00:00 A 00:59,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,URBANA,0,0,0
GUAYAS,GUAYAQUIL,NOVIEMBRE,MIÉRCOLES,00:00 A 00:59,ATROPELLOS,EMBRIAGUEZ O DROGA,URBANA,2,0,2
GUAYAS,GUAYAQUIL,NOVIEMBRE,VIERNES,00:00 A 00:59,CHOQUES,EXCESO VELOCIDAD,URBANA,0,0,0
GUAYAS,GUAYAQUIL,NOVIEMBRE,SÁBADO,00:00 A 00:59,CHOQUES,EMBRIAGUEZ O DROGA,URBANA,0,0,0
SANTA ELENA,LA LIBERTAD,NOVIEMBRE,MIÉRCOLES,00:00 A 00:59,CHOQUES,MAL REBASAMIENTO INVADIR CARRIL,URBANA,1,0,1
AZUAY,CUENCA,NOVIEMBRE,JUEVES,00:00 A 00:59,PÉRDIDA DE PISTA,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,2,0,2
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,NOVIEMBRE,MIÉRCOLES,00:00 A 00:59,ESTRELLAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,0,0,0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,NOVIEMBRE,JUEVES,00:00 A 00:59,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,URBANA,0,0,0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,NOVIEMBRE,JUEVES,00:00 A 00:59,ATROPELLOS,IMPRUDENCIA  DEL PEATÓN,URBANA,1,0,1
GUAYAS,MILAGRO,DICIEMBRE,VIERNES,00:00 A 00:59,ESTRELLAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,0,0,0
GUAYAS,SAMBORONDÓN,DICIEMBRE,MIÉRCOLES,00:00 A 00:59,ESTRELLAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,0,0,0
SANTA ELENA,LA LIBERTAD,DICIEMBRE,DOMINGO,00:00 A 00:59,ESTRELLAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,0,0,0
GUAYAS,DURÁN,DICIEMBRE,DOMINGO,00:00 A 00:59,ESTRELLAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,0,0,0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,DICIEMBRE,SÁBADO,00:00 A 00:59,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,0,0,0
CHIMBORAZO,RIOBAMBA,DICIEMBRE,SÁBADO,00:00 A 00:59,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,0,0,0
PICHINCHA,MEJIA,DICIEMBRE,DOMINGO,00:00 A 00:59,PÉRDIDA DE PISTA,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,0,0,0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,DICIEMBRE,JUEVES,00:00 A 00:59,PÉRDIDA DE PISTA,IMPRUDENCIA  DEL PEATÓN,URBANA,0,0,0
AZUAY,CUENCA,NOVIEMBRE,MARTES,00:00 A 00:59,CHOQUES,EMBRIAGUEZ O DROGA,URBANA,0,0,0
TUNGURAHUA,AMBATO,DICIEMBRE,DOMINGO,00:00 A 00:59,ESTRELLAMIENTOS,MAL ESTADO DE LA VÍA,URBANA,2,0,2
IMBABURA,IBARRA,MARZO,JUEVES,00:00 A 00:59,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,URBANA,0,0,0
GUAYAS,DURÁN,JULIO,DOMINGO,00:00 A 00:59,ESTRELLAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,0,0,0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,DICIEMBRE,MIÉRCOLES,00:00 A 00:59,CHOQUES,EMBRIAGUEZ O DROGA,URBANA,0,0,0
CHIMBORAZO,CUMANDÁ,ENERO,DOMINGO,00:00 A 00:59,ESTRELLAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,0,1,1
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,ENERO,JUEVES,00:00 A 00:59,ESTRELLAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,0,0,0
AZUAY,CUENCA,SEPTIEMBRE,MIÉRCOLES,00:00 A 00:59,ESTRELLAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,0,0,0
AZUAY,CUENCA,DICIEMBRE,DOMINGO,00:00 A 00:59,CHOQUES,MAL REBASAMIENTO INVADIR CARRIL,URBANA,1,0,1
GUAYAS,GUAYAQUIL,ENERO,MARTES,00:00 A 00:59,PÉRDIDA DE PISTA,EXCESO VELOCIDAD,URBANA,0,0,0
MANABÍ,MANTA,ENERO,SÁBADO,00:00 A 00:59,CHOQUES,EXCESO VELOCIDAD,URBANA,0,0,0
MORONA SANTIAGO,MORONA,ENERO,MIÉRCOLES,00:00 A 00:59,ESTRELLAMIENTOS,NO RESPETA LAS SEÑALES DE TRÁNSITO,URBANA,0,0,0
TUNGURAHUA,BAÑOS DE AGUA SANTA,ENERO,JUEVES,00:00 A 00:59,ESTRELLAMIENTOS,NO RESPETA LAS SEÑALES DE TRÁNSITO,RURAL,1,1,2
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,ENERO,DOMINGO,00:00 A 00:59,ATROPELLOS,IMPRUDENCIA  DEL PEATÓN,RURAL,1,0,1
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,ENERO,DOMINGO,00:00 A 00:59,ESTRELLAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,0,0,0
TUNGURAHUA,PATATE,FEBRERO,LUNES,00:00 A 00:59,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,0,0,0
SANTO DOMINGO DE LOS TSÁCHILAS,SANTO DOMINGO,FEBRERO,JUEVES,00:00 A 00:59,PÉRDIDA DE PISTA,OTRAS CAUSAS,URBANA,1,0,1
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,FEBRERO,SÁBADO,00:00 A 00:59,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,0,0,0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,FEBRERO,VIERNES,00:00 A 00:59,ESTRELLAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,0,0,0
GUAYAS,GUAYAQUIL,MARZO,VIERNES,00:00 A 00:59,ROZAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,0,0,0
GUAYAS,GUAYAQUIL,MARZO,MIÉRCOLES,00:00 A 00:59,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,URBANA,4,0,4
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,MARZO,DOMINGO,00:00 A 00:59,ESTRELLAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,0,0,0
LOJA,LOJA,ABRIL,DOMINGO,00:00 A 00:59,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,URBANA,0,0,0
MORONA SANTIAGO,MORONA,ABRIL,DOMINGO,00:00 A 00:59,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,0,0,0
GUAYAS,YAGUACHI,ABRIL,MIÉRCOLES,00:00 A 00:59,PÉRDIDA DE PISTA,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,0,0,0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,ABRIL,SÁBADO,00:00 A 00:59,CHOQUES,EMBRIAGUEZ O DROGA,URBANA,0,0,0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,ABRIL,MIÉRCOLES,00:00 A 00:59,ESTRELLAMIENTOS,EXCESO VELOCIDAD,URBANA,0,0,0
LOS RÍOS,QUEVEDO,MAYO,VIERNES,00:00 A 00:59,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,0,0,0
GUAYAS,NARANJAL,MAYO,MIÉRCOLES,00:00 A 00:59,PÉRDIDA DE PISTA,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,0,0,0
COTOPAXI,LATACUNGA,MAYO,DOMINGO,00:00 A 00:59,ESTRELLAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,0,0,0
COTOPAXI,LATACUNGA,MAYO,VIERNES,00:00 A 00:59,PÉRDIDA DE PISTA,MAL REBASAMIENTO INVADIR CARRIL,URBANA,0,0,0
PICHINCHA,MEJIA,MAYO,JUEVES,00:00 A 00:59,CHOQUES,EMBRIAGUEZ O DROGA,RURAL,0,0,0
GUAYAS,GUAYAQUIL,MAYO,SÁBADO,00:00 A 00:59,ATROPELLOS,EXCESO VELOCIDAD,URBANA,0,1,1
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,MAYO,VIERNES,00:00 A 00:59,ESTRELLAMIENTOS,EMBRIAGUEZ O DROGA,URBANA,5,0,5
GUAYAS,DURÁN,JUNIO,DOMINGO,00:00 A 00:59,CHOQUES,MAL REBASAMIENTO INVADIR CARRIL,URBANA,1,0,1
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,JUNIO,SÁBADO,00:00 A 00:59,ESTRELLAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,0,0,0
PICHINCHA,RUMIÑAHUI,JULIO,DOMINGO,00:00 A 00:59,CHOQUES,EMBRIAGUEZ O DROGA,URBANA,0,0,0
GUAYAS,DURÁN,JULIO,SÁBADO,00:00 A 00:59,PÉRDIDA DE PISTA,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,1,0,1
LOJA,LOJA,JULIO,MARTES,00:00 A 00:59,VOLCAMIENTOS,EXCESO VELOCIDAD,RURAL,1, ,1
GUAYAS,GUAYAQUIL,JULIO,VIERNES,00:00 A 00:59,CHOQUES,EMBRIAGUEZ O DROGA,URBANA,0,0,0
GUAYAS,GUAYAQUIL,JULIO,MARTES,00:00 A 00:59,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,URBANA,5,0,5
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,JULIO,DOMINGO,00:00 A 00:59,ATROPELLOS,IMPRUDENCIA  DEL PEATÓN,RURAL,1,0,1
CHIMBORAZO,RIOBAMBA,AGOSTO,MIÉRCOLES,00:00 A 00:59,ESTRELLAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,2,0,2
ESMERALDAS,ESMERALDAS,AGOSTO,JUEVES,00:00 A 00:59,ESTRELLAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,1,1,2
GUAYAS,EL TRIUNFO,AGOSTO,MIÉRCOLES,00:00 A 00:59,PÉRDIDA DE PISTA,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,0,0,0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,AGOSTO,VIERNES,00:00 A 00:59,ESTRELLAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,0,0,0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,AGOSTO,SÁBADO,00:00 A 00:59,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,0,0,0
GUAYAS,YAGUACHI,SEPTIEMBRE,JUEVES,00:00 A 00:59,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,RURAL,2,0,2
TUNGURAHUA,AMBATO,SEPTIEMBRE,SÁBADO,00:00 A 00:59,ESTRELLAMIENTOS,EXCESO VELOCIDAD,RURAL,0,0,0
GUAYAS,GUAYAQUIL,SEPTIEMBRE,JUEVES,00:00 A 00:59,CHOQUES,EMBRIAGUEZ O DROGA,URBANA,2,0,2
GUAYAS,GUAYAQUIL,SEPTIEMBRE,JUEVES,00:00 A 00:59,CHOQUES,EXCESO VELOCIDAD,URBANA,0,1,1
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,SEPTIEMBRE,SÁBADO,00:00 A 00:59,CHOQUES,EMBRIAGUEZ O DROGA,RURAL,1,0,1
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,SEPTIEMBRE,JUEVES,00:00 A 00:59,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,1,0,1
GUAYAS,GUAYAQUIL,OCTUBRE,MIÉRCOLES,00:00 A 00:59,CHOQUES,EMBRIAGUEZ O DROGA,URBANA,1,0,1
AZUAY,SANTA ISABEL,OCTUBRE,DOMINGO,00:00 A 00:59,ROZAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,0,0,0
GUAYAS,MILAGRO,OCTUBRE,DOMINGO,00:00 A 00:59,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,3,1,4
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,OCTUBRE,LUNES,00:00 A 00:59,ATROPELLOS,IMPRUDENCIA  DEL PEATÓN,URBANA,1,0,1
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,OCTUBRE,SÁBADO,00:00 A 00:59,PÉRDIDA DE PISTA,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,1,0,1
NAPO,TENA,OCTUBRE,SÁBADO,00:00 A 00:59,ATROPELLOS,IMPRUDENCIA  DEL PEATÓN,URBANA,0,1,1
COTOPAXI,LATACUNGA,OCTUBRE,DOMINGO,00:00 A 00:59,ESTRELLAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,0,0,0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,NOVIEMBRE,SÁBADO,00:00 A 00:59,OTROS,EMBRIAGUEZ O DROGA,URBANA,0,0,0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,NOVIEMBRE,JUEVES,00:00 A 00:59,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,0,0,0
